id,date,annee,type,pays,latitude,longitude
NIG26438,25-Sep-22,2022,Battles,Nigeria,11.8826,13.3434
MLI7378,25-Sep-22,2022,Violence against civilians,Mali,15.1222,0.6437
BFO8221,25-Sep-22,2022,Strategic developments,Burkina Faso,13.202,-4.1772
NIR14903,25-Sep-22,2022,Violence against civilians,Niger,16.7861,6.9321
BFO8222,25-Sep-22,2022,Violence against civilians,Burkina Faso,14.6387,0.0342
NIR14904,25-Sep-22,2022,Battles,Niger,13.1018,7.3833
SEN1578,25-Sep-22,2022,Protests,Senegal,14.786,-17.3123
SEN1579,25-Sep-22,2022,Protests,Senegal,14.73,-17.32
NIG28263,25-Sep-22,2022,Violence against civilians,Nigeria,12.8499,7.5424
NIG28267,25-Sep-22,2022,Violence against civilians,Nigeria,9.5333,8.7
NIR14905,25-Sep-22,2022,Violence against civilians,Niger,13.9931,0.4199
NIG26441,25-Sep-22,2022,Strategic developments,Nigeria,6.6155,3.5087
NIG26442,25-Sep-22,2022,Battles,Nigeria,6.8107,3.4366
NIG26445,25-Sep-22,2022,Explosions/Remote violence,Nigeria,11.5032,11.9367
BFO8212,24-Sep-22,2022,Explosions/Remote violence,Burkina Faso,12.8,-2.9833
BFO8213,24-Sep-22,2022,Violence against civilians,Burkina Faso,12.3808,-1.5228
BFO8216,24-Sep-22,2022,Violence against civilians,Burkina Faso,13.3963,-1.4903
BFO8220,24-Sep-22,2022,Explosions/Remote violence,Burkina Faso,13.6334,0.4092
GUI2322,24-Sep-22,2022,Strategic developments,Guinea,9.6016,-13.6541
NIG26433,24-Sep-22,2022,Violence against civilians,Nigeria,10.6637,6.54
NIG26434,24-Sep-22,2022,Violence against civilians,Nigeria,10.7979,6.6345
NIG26437,24-Sep-22,2022,Violence against civilians,Nigeria,9.1758,7.1808
NIG26430,24-Sep-22,2022,Protests,Nigeria,7.621,5.2215
BFO8215,24-Sep-22,2022,Battles,Burkina Faso,11.2167,0.3243
BFO8214,24-Sep-22,2022,Strategic developments,Burkina Faso,11.2383,0.2727
BFO8217,24-Sep-22,2022,Violence against civilians,Burkina Faso,12.3588,0.3227
BFO8219,24-Sep-22,2022,Strategic developments,Burkina Faso,12.4404,1.3461
MLI7375,24-Sep-22,2022,Strategic developments,Mali,15.3217,0.7464
MLI7376,24-Sep-22,2022,Strategic developments,Mali,16.3061,0.7175
NIR14902,24-Sep-22,2022,Strategic developments,Niger,14.2162,1.9126
NIR14901,24-Sep-22,2022,Violence against civilians,Niger,14.3349,13.1895
NIG26427,24-Sep-22,2022,Riots,Nigeria,5.1066,7.3667
MLI7374,24-Sep-22,2022,Strategic developments,Mali,15.5219,0.5442
MLI7377,24-Sep-22,2022,Strategic developments,Mali,15.9182,2.4022
NIG26548,24-Sep-22,2022,Protests,Nigeria,10.5222,7.4383
NIG28265,24-Sep-22,2022,Violence against civilians,Nigeria,12.1437,6.7429
NIG26436,24-Sep-22,2022,Protests,Nigeria,6.4542,3.3918
NIG29630,24-Sep-22,2022,Strategic developments,Nigeria,7.8124,9.2869
NIG26431,24-Sep-22,2022,Violence against civilians,Nigeria,6.1639,7.5773
NIG26435,24-Sep-22,2022,Violence against civilians,Nigeria,12.0218,8.5224
BFO8218,24-Sep-22,2022,Battles,Burkina Faso,12.4037,1.3169
NIG26428,24-Sep-22,2022,Battles,Nigeria,12.499,12.7848
NIG26429,24-Sep-22,2022,Battles,Nigeria,11.8312,13.1517
BFO8211,24-Sep-22,2022,Strategic developments,Burkina Faso,12.5281,-2.8692
BFO8180,23-Sep-22,2022,Strategic developments,Burkina Faso,12.8123,-2.9697
GHA1569,23-Sep-22,2022,Protests,Ghana,5.3436,-0.623
MLI7355,23-Sep-22,2022,Strategic developments,Mali,16.5333,1.5167
MLI7356,23-Sep-22,2022,Strategic developments,Mali,16.5165,2.8333
NIG26395,23-Sep-22,2022,Riots,Nigeria,6.6504,3.2851
CDI2782,23-Sep-22,2022,Violence against civilians,Ivory Coast,7.2878,-8.0382
MLI7371,23-Sep-22,2022,Strategic developments,Mali,15.5461,-0.4606
NIG26425,23-Sep-22,2022,Violence against civilians,Nigeria,8.9167,8.3833
NIG26426,23-Sep-22,2022,Violence against civilians,Nigeria,12.1377,5.4665
NIG26424,23-Sep-22,2022,Violence against civilians,Nigeria,5.0049,7.6103
GHA1572,23-Sep-22,2022,Riots,Ghana,9.4008,-0.8393
BFO8209,23-Sep-22,2022,Strategic developments,Burkina Faso,13.5406,-1.569
MLI7370,23-Sep-22,2022,Strategic developments,Mali,16.1118,-0.3408
BFO8210,23-Sep-22,2022,Violence against civilians,Burkina Faso,13.825,-2.4196
MLI7372,23-Sep-22,2022,Explosions/Remote violence,Mali,13.8519,-4.0333
NIR14900,23-Sep-22,2022,Strategic developments,Niger,14.4022,1.0702
NIR14898,23-Sep-22,2022,Violence against civilians,Niger,13.3032,7.1615
NIG26432,23-Sep-22,2022,Violence against civilians,Nigeria,8.8754,6.8419
NIR14899,23-Sep-22,2022,Violence against civilians,Niger,13.7501,4.7172
NIG28262,23-Sep-22,2022,Violence against civilians,Nigeria,12.493,13.2091
NIG26525,23-Sep-22,2022,Violence against civilians,Nigeria,6.4167,2.8833
BFO8208,23-Sep-22,2022,Strategic developments,Burkina Faso,12.18,-4.09
MLI7373,23-Sep-22,2022,Battles,Mali,13.4312,-6.2492
BEN713,22-Sep-22,2022,Riots,Benin,9.7107,1.6652
GUI2317,22-Sep-22,2022,Riots,Guinea,7.9106,-8.7313
BFO8193,22-Sep-22,2022,Protests,Burkina Faso,12.3703,-1.5247
NIG26404,22-Sep-22,2022,Protests,Nigeria,7.4035,3.9132
NIG26364,22-Sep-22,2022,Battles,Nigeria,7.8008,8.6508
MLI7359,22-Sep-22,2022,Riots,Mali,12.65,-8
BFO8205,22-Sep-22,2022,Violence against civilians,Burkina Faso,12.18,-4.09
CDI2781,22-Sep-22,2022,Battles,Ivory Coast,5.4183,-4.0197
NIG26423,22-Sep-22,2022,Violence against civilians,Nigeria,10.4542,7.6368
MLI7369,22-Sep-22,2022,Protests,Mali,12.65,-8
GHA1571,22-Sep-22,2022,Riots,Ghana,6.7605,-1.594
BFO8207,22-Sep-22,2022,Protests,Burkina Faso,13.4417,0.5264
NIG26422,22-Sep-22,2022,Strategic developments,Nigeria,6.7151,7.4279
MLI7329,22-Sep-22,2022,Violence against civilians,Mali,15.1835,0.2637
BFO8206,22-Sep-22,2022,Violence against civilians,Burkina Faso,11.2167,0.3243
NIR14896,22-Sep-22,2022,Violence against civilians,Niger,13.7687,4.4877
NIR14897,22-Sep-22,2022,Violence against civilians,Niger,13.7811,1.118
NIG26501,22-Sep-22,2022,Violence against civilians,Nigeria,6.3079,7.5519
NIG28261,22-Sep-22,2022,Violence against civilians,Nigeria,12.7515,7.2447
MLI7334,22-Sep-22,2022,Battles,Mali,14.4479,-8.3733
NIG26345,22-Sep-22,2022,Protests,Nigeria,9.9285,8.8921
NIG26362,22-Sep-22,2022,Explosions/Remote violence,Nigeria,12.5592,6.8946
NIG26363,22-Sep-22,2022,Explosions/Remote violence,Nigeria,12.7776,6.7834
NIG26370,22-Sep-22,2022,Battles,Nigeria,7.2827,6.0878
NIG26378,22-Sep-22,2022,Battles,Nigeria,6.4757,5.9048
NIG26381,22-Sep-22,2022,Battles,Nigeria,6.8961,3.1478
NIG26417,22-Sep-22,2022,Riots,Nigeria,6.2101,7.0741
BEN719,22-Sep-22,2022,Violence against civilians,Benin,10.6961,1.063
BEN715,21-Sep-22,2022,Riots,Benin,6.8387,2.2283
BFO8171,21-Sep-22,2022,Violence against civilians,Burkina Faso,13.4301,-1.4868
BFO8184,21-Sep-22,2022,Strategic developments,Burkina Faso,13.4411,-1.5172
BFO8191,21-Sep-22,2022,Strategic developments,Burkina Faso,13.5881,-0.2654
BFO8195,21-Sep-22,2022,Protests,Burkina Faso,12.3703,-1.5247
BFO8199,21-Sep-22,2022,Strategic developments,Burkina Faso,14.0387,0.1067
MLI7354,21-Sep-22,2022,Strategic developments,Mali,15.8744,2.1355
MLI7361,21-Sep-22,2022,Protests,Mali,14.4891,-4.1928
MLI7365,21-Sep-22,2022,Explosions/Remote violence,Mali,18.44,1.41
NIG26383,21-Sep-22,2022,Violence against civilians,Nigeria,7.8124,9.2869
NIG26384,21-Sep-22,2022,Violence against civilians,Nigeria,7.5,9.3333
NIG26409,21-Sep-22,2022,Protests,Nigeria,6.6143,3.3244
NIR14882,21-Sep-22,2022,Violence against civilians,Niger,13.4375,6.9795
BFO8179,21-Sep-22,2022,Strategic developments,Burkina Faso,12.18,-4.09
NIG26410,21-Sep-22,2022,Protests,Nigeria,6.6333,2.7333
NIR14883,21-Sep-22,2022,Strategic developments,Niger,14.2495,13.1092
NIG26408,21-Sep-22,2022,Protests,Nigeria,6.2075,6.8452
NIG26419,21-Sep-22,2022,Riots,Nigeria,10.4188,13.4257
NIG26418,21-Sep-22,2022,Protests,Nigeria,7.8008,8.6508
NIG26369,21-Sep-22,2022,Battles,Nigeria,12.6786,13.6079
NIG26346,21-Sep-22,2022,Explosions/Remote violence,Nigeria,11.2551,14.1482
NIR14884,21-Sep-22,2022,Strategic developments,Niger,12.95,2.1833
NIR14870,21-Sep-22,2022,Violence against civilians,Niger,13.3974,6.7422
MLI7346,21-Sep-22,2022,Violence against civilians,Mali,14.7495,-3.9209
NIR14886,21-Sep-22,2022,Strategic developments,Niger,17.2661,7.8328
BFO8192,21-Sep-22,2022,Strategic developments,Burkina Faso,13.9778,0.0599
NIR14867,21-Sep-22,2022,Violence against civilians,Niger,13.6987,13.3095
BEN708,21-Sep-22,2022,Violence against civilians,Benin,12.2447,2.9032
BEN716,21-Sep-22,2022,Strategic developments,Benin,12.2447,2.9032
NIG26497,21-Sep-22,2022,Violence against civilians,Nigeria,9.4167,12.7333
NIG28260,21-Sep-22,2022,Violence against civilians,Nigeria,13.0753,6.5105
BFO8198,21-Sep-22,2022,Battles,Burkina Faso,12.9006,-2.4576
MLI7336,21-Sep-22,2022,Battles,Mali,13.3178,-6.982
MLI7337,21-Sep-22,2022,Battles,Mali,14.9441,-3.8904
NIG26368,21-Sep-22,2022,Battles,Nigeria,10.9048,12.0886
NIG26371,21-Sep-22,2022,Battles,Nigeria,7.1338,5.6728
NIG26373,21-Sep-22,2022,Battles,Nigeria,11.692,13.2203
NIG26374,21-Sep-22,2022,Battles,Nigeria,7.8744,8.8825
NIG26380,21-Sep-22,2022,Battles,Nigeria,5.6167,7.4451
NIG26502,21-Sep-22,2022,Violence against civilians,Nigeria,6.3079,7.5519
NIG26421,21-Sep-22,2022,Violence against civilians,Nigeria,8.3833,8.35
BEN714,20-Sep-22,2022,Riots,Benin,6.8549,2.2323
BFO8170,20-Sep-22,2022,Violence against civilians,Burkina Faso,13.2414,-0.7276
BFO8185,20-Sep-22,2022,Strategic developments,Burkina Faso,14.0366,-0.0597
GHA1565,20-Sep-22,2022,Violence against civilians,Ghana,10.0607,-2.5019
GHA1567,20-Sep-22,2022,Protests,Ghana,9.4008,-0.8393
GHA1568,20-Sep-22,2022,Protests,Ghana,6.2046,0.0852
NIG26390,20-Sep-22,2022,Violence against civilians,Nigeria,7.3776,3.9059
BFO8176,20-Sep-22,2022,Strategic developments,Burkina Faso,14.6387,0.0342
GHA1566,20-Sep-22,2022,Riots,Ghana,6.1055,-0.015
GHA1560,20-Sep-22,2022,Violence against civilians,Ghana,9.0345,-2.4834
CDI2779,20-Sep-22,2022,Violence against civilians,Ivory Coast,5.3411,-4.0281
NIG26356,20-Sep-22,2022,Violence against civilians,Nigeria,4.8816,6.8625
NIR14880,20-Sep-22,2022,Violence against civilians,Niger,13.52,2.12
BFO8169,20-Sep-22,2022,Battles,Burkina Faso,14.0361,0.177
MLI7333,20-Sep-22,2022,Battles,Mali,15.2399,-0.0623
MLI7357,20-Sep-22,2022,Strategic developments,Mali,15.3217,0.7464
BFO8190,20-Sep-22,2022,Strategic developments,Burkina Faso,12.5354,1.4847
NIR14878,20-Sep-22,2022,Violence against civilians,Niger,13.6669,13.1198
NIR14895,20-Sep-22,2022,Explosions/Remote violence,Niger,13.6669,13.1198
MLI7358,20-Sep-22,2022,Strategic developments,Mali,13.4748,-3.9776
NIG28257,20-Sep-22,2022,Violence against civilians,Nigeria,12.4517,7.4981
NIG28258,20-Sep-22,2022,Violence against civilians,Nigeria,8.6666,6.6
NIG28259,20-Sep-22,2022,Violence against civilians,Nigeria,13.0753,6.5105
MLI7364,20-Sep-22,2022,Explosions/Remote violence,Mali,13.1566,-5.0838
MLI7339,20-Sep-22,2022,Battles,Mali,13.5902,-3.9506
MLI7338,20-Sep-22,2022,Battles,Mali,13.5845,-3.9099
NIG26358,20-Sep-22,2022,Strategic developments,Nigeria,11.2551,14.1482
NIG26361,20-Sep-22,2022,Explosions/Remote violence,Nigeria,12.3611,13.8246
BFO8183,19-Sep-22,2022,Strategic developments,Burkina Faso,12.18,-4.09
GHA1562,19-Sep-22,2022,Violence against civilians,Ghana,11.05,-0.25
GUI2321,19-Sep-22,2022,Riots,Guinea,11.6,-9.3833
MLI7350,19-Sep-22,2022,Violence against civilians,Mali,16.7705,-3.0056
NIG26405,19-Sep-22,2022,Protests,Nigeria,6.5833,3.3333
NIG26407,19-Sep-22,2022,Protests,Nigeria,5.9355,5.6661
NIG26416,19-Sep-22,2022,Violence against civilians,Nigeria,9.0516,8.7017
NIG26385,19-Sep-22,2022,Violence against civilians,Nigeria,8.2981,4.3477
NIG26398,19-Sep-22,2022,Protests,Nigeria,7.7667,4.5667
CDI2780,19-Sep-22,2022,Protests,Ivory Coast,5.6692,-4.5703
NIR14885,19-Sep-22,2022,Strategic developments,Niger,14.007,0.7562
NIR14866,19-Sep-22,2022,Violence against civilians,Niger,13.6458,12.9053
NIR14890,19-Sep-22,2022,Strategic developments,Niger,17.6105,8.936
NIR14875,19-Sep-22,2022,Battles,Niger,18.693,12.9187
BFO8178,19-Sep-22,2022,Strategic developments,Burkina Faso,13.338,-1.0906
BFO8189,19-Sep-22,2022,Strategic developments,Burkina Faso,12.0249,0.6079
CPV158,19-Sep-22,2022,Protests,Cape Verde,14.9315,-23.5125
NIR14873,19-Sep-22,2022,Battles,Niger,13.6043,12.9769
NIR14894,19-Sep-22,2022,Protests,Niger,13.52,2.12
GHA1570,19-Sep-22,2022,Battles,Ghana,11.05,-0.25
NIG28254,19-Sep-22,2022,Riots,Nigeria,6.2006,6.7339
NIG28256,19-Sep-22,2022,Violence against civilians,Nigeria,12.8741,6.4875
NIG28255,19-Sep-22,2022,Violence against civilians,Nigeria,13.0753,6.5105
BEN818,19-Sep-22,2022,Riots,Benin,10.4385,3.6848
MLI7367,19-Sep-22,2022,Explosions/Remote violence,Mali,14.6058,-6.1333
MLI7368,19-Sep-22,2022,Explosions/Remote violence,Mali,14.6694,-6.1153
MLI7366,19-Sep-22,2022,Explosions/Remote violence,Mali,14.5553,-6.203
NIG26347,19-Sep-22,2022,Protests,Nigeria,5.4833,7.0304
NIG26367,19-Sep-22,2022,Battles,Nigeria,11.6651,14.041
BEN711,19-Sep-22,2022,Violence against civilians,Benin,11.2402,3.4502
BFO8166,18-Sep-22,2022,Violence against civilians,Burkina Faso,11.4138,-0.389
BFO8173,18-Sep-22,2022,Violence against civilians,Burkina Faso,11.8132,-3.5478
BFO8188,18-Sep-22,2022,Strategic developments,Burkina Faso,14.4885,-0.172
GUI2320,18-Sep-22,2022,Riots,Guinea,9.5852,-13.5977
MLI7335,18-Sep-22,2022,Battles,Mali,16.4167,-3.6667
MLI7345,18-Sep-22,2022,Violence against civilians,Mali,15.5821,0.8908
NIG26382,18-Sep-22,2022,Violence against civilians,Nigeria,7.9663,8.4261
NIG26389,18-Sep-22,2022,Violence against civilians,Nigeria,8.7982,6.6755
NIR14872,18-Sep-22,2022,Battles,Niger,15.1887,3.1234
NIR14891,18-Sep-22,2022,Protests,Niger,13.051,3.2068
NIR14892,18-Sep-22,2022,Protests,Niger,13.52,2.12
GHA1561,18-Sep-22,2022,Violence against civilians,Ghana,11.05,-0.25
NIG26391,18-Sep-22,2022,Violence against civilians,Nigeria,4.8629,6.9928
NIG26392,18-Sep-22,2022,Violence against civilians,Nigeria,12.5898,6.5779
MLI7332,18-Sep-22,2022,Battles,Mali,13.6366,-4.1436
NIR14877,18-Sep-22,2022,Violence against civilians,Niger,14.3138,1.2997
NIR14869,18-Sep-22,2022,Violence against civilians,Niger,13.5631,12.8587
NIR14881,18-Sep-22,2022,Violence against civilians,Niger,21.7452,9.067
SIE5074,18-Sep-22,2022,Violence against civilians,Sierra Leone,8.4871,-13.2356
NIR14889,18-Sep-22,2022,Strategic developments,Niger,18.74,7.39
BFO8177,18-Sep-22,2022,Strategic developments,Burkina Faso,12.18,-4.09
NIG28252,18-Sep-22,2022,Violence against civilians,Nigeria,11.4588,7.1261
NIG28253,18-Sep-22,2022,Violence against civilians,Nigeria,11.9555,6.9194
NIG26357,18-Sep-22,2022,Strategic developments,Nigeria,11.8312,13.1517
NIG26376,18-Sep-22,2022,Battles,Nigeria,11.25,13.4167
NIG26379,18-Sep-22,2022,Battles,Nigeria,4.9783,8.2752
BFO8172,17-Sep-22,2022,Violence against civilians,Burkina Faso,12.3703,-1.5247
BFO8186,17-Sep-22,2022,Strategic developments,Burkina Faso,13.048,-2.4932
BFO8194,17-Sep-22,2022,Protests,Burkina Faso,13.4417,0.5264
BFO8196,17-Sep-22,2022,Protests,Burkina Faso,13.5828,-2.4216
BFO8197,17-Sep-22,2022,Explosions/Remote violence,Burkina Faso,12.5322,1.4475
GUI2319,17-Sep-22,2022,Riots,Guinea,9.6016,-13.6541
MLI7331,17-Sep-22,2022,Battles,Mali,14.4952,-3.9054
MLI7344,17-Sep-22,2022,Violence against civilians,Mali,16.258,0.5275
MLI7348,17-Sep-22,2022,Violence against civilians,Mali,14.1136,-3.971
NIG26351,17-Sep-22,2022,Violence against civilians,Nigeria,9.7,7.45
NIG26354,17-Sep-22,2022,Violence against civilians,Nigeria,4.8907,6.9035
NIG26365,17-Sep-22,2022,Battles,Nigeria,11.5221,13.6856
NIG26400,17-Sep-22,2022,Protests,Nigeria,4.7774,7.0134
NIR14874,17-Sep-22,2022,Battles,Niger,15.0954,3.7235
MAA1461,17-Sep-22,2022,Protests,Mauritania,16.6162,-7.2535
NIG26397,17-Sep-22,2022,Protests,Nigeria,7.7667,4.5667
BFO8175,17-Sep-22,2022,Strategic developments,Burkina Faso,14.3512,-0.3106
NIG26399,17-Sep-22,2022,Protests,Nigeria,9.0602,7.4236
GUI2318,17-Sep-22,2022,Riots,Guinea,11.4167,-9.1665
NIG26396,17-Sep-22,2022,Riots,Nigeria,5.5167,5.75
NIG26355,17-Sep-22,2022,Violence against civilians,Nigeria,4.8816,6.8625
NIG26372,17-Sep-22,2022,Battles,Nigeria,12.4517,7.4981
BFO8187,17-Sep-22,2022,Strategic developments,Burkina Faso,13.165,0.639
NIR14868,17-Sep-22,2022,Violence against civilians,Niger,14.7502,1.0576
NIR14888,17-Sep-22,2022,Strategic developments,Niger,14.6974,0.9676
NIR14865,17-Sep-22,2022,Violence against civilians,Niger,14.2809,13.1431
NIR14879,17-Sep-22,2022,Violence against civilians,Niger,13.8871,1.091
NIG26403,17-Sep-22,2022,Protests,Nigeria,4.8816,6.8625
NIG26402,17-Sep-22,2022,Protests,Nigeria,4.7341,6.8635
NIG26401,17-Sep-22,2022,Protests,Nigeria,4.7317,6.7722
MLI7343,17-Sep-22,2022,Violence against civilians,Mali,13.9609,-3.5722
MLI7353,17-Sep-22,2022,Strategic developments,Mali,14.2679,-5.9114
NIG26377,17-Sep-22,2022,Battles,Nigeria,9.1758,7.1808
NIR14876,17-Sep-22,2022,Battles,Niger,13.0591,7.066
NIG28251,17-Sep-22,2022,Violence against civilians,Nigeria,7.9667,3.6
NIG26348,17-Sep-22,2022,Protests,Nigeria,7.9081,4.5809
NIG26360,17-Sep-22,2022,Explosions/Remote violence,Nigeria,13.0753,6.5105
NIG26375,17-Sep-22,2022,Battles,Nigeria,12.6786,13.6079
NIG26413,17-Sep-22,2022,Protests,Nigeria,6.3163,8.1169
NIG26414,17-Sep-22,2022,Battles,Nigeria,12.8847,12.5081
NIG26415,17-Sep-22,2022,Explosions/Remote violence,Nigeria,11.156,12.7576
NIG28250,17-Sep-22,2022,Battles,Nigeria,9.5668,7.4346
MLI7297,16-Sep-22,2022,Battles,Mali,14.3402,-3.9848
MLI7304,16-Sep-22,2022,Violence against civilians,Mali,12.7482,-8.0722
NIG26303,16-Sep-22,2022,Battles,Nigeria,6.5042,8.3995
GHA1558,16-Sep-22,2022,Protests,Ghana,10.5255,-0.3702
GHA1559,16-Sep-22,2022,Riots,Ghana,10.0607,-2.5019
NIG26336,16-Sep-22,2022,Protests,Nigeria,6.3351,5.6275
MLI7302,16-Sep-22,2022,Violence against civilians,Mali,15.5461,-0.4606
NIG26297,16-Sep-22,2022,Battles,Nigeria,5.4859,5.7543
NIG26386,16-Sep-22,2022,Violence against civilians,Nigeria,10.6637,6.54
NIG26406,16-Sep-22,2022,Protests,Nigeria,6.6333,2.7333
GHA1563,16-Sep-22,2022,Violence against civilians,Ghana,5.7947,-0.0702
NIG26366,16-Sep-22,2022,Battles,Nigeria,11.6356,13.6779
NIR14887,16-Sep-22,2022,Strategic developments,Niger,14.9111,0.8417
NIG26420,16-Sep-22,2022,Protests,Nigeria,6.1516,6.8446
NIR14871,16-Sep-22,2022,Battles,Niger,13.3769,12.6869
NIG28248,16-Sep-22,2022,Violence against civilians,Nigeria,9.2503,12.3773
NIG28249,16-Sep-22,2022,Protests,Nigeria,12.4539,4.1975
NIG26393,16-Sep-22,2022,Strategic developments,Nigeria,12.1,13.7
MLI7301,16-Sep-22,2022,Battles,Mali,14.1136,-3.971
MLI7347,16-Sep-22,2022,Violence against civilians,Mali,14.1154,-3.975
MLI7352,16-Sep-22,2022,Strategic developments,Mali,14.2736,-5.9468
NIG26387,16-Sep-22,2022,Violence against civilians,Nigeria,5.8264,6.9337
NIG26388,16-Sep-22,2022,Violence against civilians,Nigeria,5.8502,6.9626
NIG26411,16-Sep-22,2022,Protests,Nigeria,6.1782,6.5243
NIG26412,16-Sep-22,2022,Protests,Nigeria,7.6167,4.7333
BFO8155,15-Sep-22,2022,Strategic developments,Burkina Faso,12.18,-4.09
BFO8156,15-Sep-22,2022,Strategic developments,Burkina Faso,13.1668,-1.1681
NIG26285,15-Sep-22,2022,Battles,Nigeria,12.024,13.9165
GHA1557,15-Sep-22,2022,Protests,Ghana,6.5528,-0.7698
BFO8133,15-Sep-22,2022,Violence against civilians,Burkina Faso,14.369,0.1839
GHA1554,15-Sep-22,2022,Violence against civilians,Ghana,6.6936,-1.6218
NIG26329,15-Sep-22,2022,Violence against civilians,Nigeria,6.4979,3.3829
NIG26337,15-Sep-22,2022,Protests,Nigeria,7.4667,4.35
NIG26325,15-Sep-22,2022,Violence against civilians,Nigeria,10.3134,9.8433
NIG26286,15-Sep-22,2022,Battles,Nigeria,11.5221,13.6856
MLI7295,15-Sep-22,2022,Explosions/Remote violence,Mali,14.2956,-4.4032
MLI7309,15-Sep-22,2022,Strategic developments,Mali,15.8196,-1.2911
MLI7313,15-Sep-22,2022,Strategic developments,Mali,15.2541,-0.6813
NIR14854,15-Sep-22,2022,Strategic developments,Niger,14.6806,1.9508
BFO8181,15-Sep-22,2022,Strategic developments,Burkina Faso,13.0998,-2.5999
MLI7290,15-Sep-22,2022,Violence against civilians,Mali,16.2717,-0.0447
GHA1564,15-Sep-22,2022,Violence against civilians,Ghana,10.0607,-2.5019
BFO8182,15-Sep-22,2022,Strategic developments,Burkina Faso,13.1046,-2.6
MLI7351,15-Sep-22,2022,Strategic developments,Mali,20.2581,0.9905
NIG26350,15-Sep-22,2022,Violence against civilians,Nigeria,10.6637,6.54
NIR14893,15-Sep-22,2022,Violence against civilians,Niger,14.5828,1.1206
NIG26551,15-Sep-22,2022,Protests,Nigeria,7.7333,4.4333
NIG28384,15-Sep-22,2022,Strategic developments,Nigeria,12.0843,5.2976
NIG28334,15-Sep-22,2022,Violence against civilians,Nigeria,12.0843,5.2976
MAA1459,15-Sep-22,2022,Protests,Mauritania,18.0801,-15.9777
CDI2818,15-Sep-22,2022,Strategic developments,Ivory Coast,5.6416,-4.5821
MAA1458,15-Sep-22,2022,Battles,Mauritania,16.1972,-7.5781
MLI7363,15-Sep-22,2022,Explosions/Remote violence,Mali,13.7887,-6.0645
MLI7360,15-Sep-22,2022,Strategic developments,Mali,15.0766,-2.2198
NIG26284,15-Sep-22,2022,Battles,Nigeria,8.9731,7.3841
NIG26306,15-Sep-22,2022,Battles,Nigeria,6.2456,7.8683
NIG26316,15-Sep-22,2022,Violence against civilians,Nigeria,5.8086,8.0812
NIG26317,15-Sep-22,2022,Violence against civilians,Nigeria,12.4364,9.1888
BFO8142,15-Sep-22,2022,Strategic developments,Burkina Faso,13.1517,-1.1434
BFO8164,15-Sep-22,2022,Violence against civilians,Burkina Faso,11.0617,0.3714
BFO8110,14-Sep-22,2022,Explosions/Remote violence,Burkina Faso,14.7207,-0.577
BFO8124,14-Sep-22,2022,Battles,Burkina Faso,13.1064,-4.3273
BFO8125,14-Sep-22,2022,Battles,Burkina Faso,11.7248,-4.5104
BFO8126,14-Sep-22,2022,Battles,Burkina Faso,11.2367,-3.698
NIG26267,14-Sep-22,2022,Violence against civilians,Nigeria,8.6167,6.6333
NIG26268,14-Sep-22,2022,Violence against civilians,Nigeria,8.7012,6.4196
NIG26296,14-Sep-22,2022,Battles,Nigeria,8.45,6.5833
MAA1460,14-Sep-22,2022,Protests,Mauritania,17.2403,-16.0878
BFO8152,14-Sep-22,2022,Strategic developments,Burkina Faso,11.7638,-4.458
NIG26333,14-Sep-22,2022,Riots,Nigeria,4.9247,6.2642
BFO8153,14-Sep-22,2022,Strategic developments,Burkina Faso,12.8722,-2.8573
BFO8154,14-Sep-22,2022,Strategic developments,Burkina Faso,13.8031,-2.6545
GUI2316,14-Sep-22,2022,Protests,Guinea,7.7472,-8.8238
NIG26342,14-Sep-22,2022,Protests,Nigeria,9.5753,11.1031
NIG26335,14-Sep-22,2022,Protests,Nigeria,7.3776,3.9059
BFO8111,14-Sep-22,2022,Explosions/Remote violence,Burkina Faso,14.6164,-0.6428
NIR14864,14-Sep-22,2022,Strategic developments,Niger,14.3716,1.4684
NIR14862,14-Sep-22,2022,Strategic developments,Niger,18.74,7.39
BFO8112,14-Sep-22,2022,Explosions/Remote violence,Burkina Faso,14.6077,-0.5351
MLI7303,14-Sep-22,2022,Violence against civilians,Mali,15.8196,-1.2911
NIR14863,14-Sep-22,2022,Strategic developments,Niger,15.4638,6.2865
MLI7320,14-Sep-22,2022,Strategic developments,Mali,16.8349,-2.5319
MLI7321,14-Sep-22,2022,Explosions/Remote violence,Mali,13.7407,-3.6264
MLI7292,14-Sep-22,2022,Violence against civilians,Mali,16.7705,-3.0056
NIG26311,14-Sep-22,2022,Violence against civilians,Nigeria,12.8922,7.4526
BFO8204,14-Sep-22,2022,Violence against civilians,Burkina Faso,11.0799,0.6063
NIG28246,14-Sep-22,2022,Strategic developments,Nigeria,12.1628,6.6614
MLI7299,14-Sep-22,2022,Battles,Mali,14.3739,-8.2081
MLI7362,14-Sep-22,2022,Explosions/Remote violence,Mali,14.0772,-4.0405
MLI7342,14-Sep-22,2022,Strategic developments,Mali,14.069,-4.0809
MLI7341,14-Sep-22,2022,Strategic developments,Mali,14.0772,-4.0405
NIG26276,14-Sep-22,2022,Explosions/Remote violence,Nigeria,12.3611,13.8246
NIG26277,14-Sep-22,2022,Explosions/Remote violence,Nigeria,13.3031,13.4828
NIG26290,14-Sep-22,2022,Battles,Nigeria,11.173,7.1172
